CompanyName	Value(1000s)	Shares	OrderType
ON ASSIGNMENT INC	620	12770	Market
ON DECK CAP INC	259	51324	Market
ON SEMICONDUCTOR CORP	51644	3333999	Market
ONE LIBERTY PPTYS INC	978	41869	Market
ONEBEACON INSURANCE GROUP LT	1390	86873	Market
ONEOK INC NEW	69436	1252445	Market
ONEOK INC NEW	5245	94600	Call
ONEOK INC NEW	6681	120500	Put
OOMA INC	1945	195470	Market
OPEN TEXT CORP	13440	395060	Market
OPHTHOTECH CORP	1207	329797	Market
OPPENHEIMER HLDGS INC	538	31472	Market
OPUS BK IRVINE CALIF	3675	182392	Market
ORACLE CORP	5786	129700	Call
ORACLE CORP	4296	96300	Put
ORASURE TECHNOLOGIES INC	7096	548768	Market
ORBCOMM INC	5115	535565	Market
ORBITAL ATK INC	11537	117728	Market
ORBOTECH LTD	3252	100842	Market
ORION ENGINEERED CARBONS S A	4427	215966	Market
ORION GROUP HOLDINGS INC	1106	148033	Market
ORITANI FINL CORP DEL	2165	127350	Market
ORIX CORP	1881	25308	Market
ORMAT TECHNOLOGIES INC	532	9326	Market
ORTHOFIX INTL N V	5299	138887	Market
OSHKOSH CORP	1964	28634	Market
OTTER TAIL CORP	1720	45389	Market
OUTFRONT MEDIA INC	15135	570058	Market
OVERSEAS SHIPHOLDING GROUP I	1962	508367	Market
OVERSTOCK COM INC DEL	1724	100242	Market
OWENS & MINOR INC NEW	3705	107088	Market
OWENS CORNING NEW	17702	288448	Market
OWENS ILL INC	12026	590067	Market
OXFORD IMMUNOTEC GLOBAL PLC	1380	89087	Market
P A M TRANSN SVCS INC	191	11755	Market
PACCAR INC	1279	19040	Market
PACIFIC CONTINENTAL CORP	3997	163131	Market
PACIFIC ETHANOL INC	285	41547	Market
PACIRA PHARMACEUTICALS INC	10920	239474	Market
PACKAGING CORP AMER	202	2200	Market
PAN AMERICAN SILVER CORP	823	46956	Market
PAN AMERICAN SILVER CORP	1200	68500	Call
PAN AMERICAN SILVER CORP	1051	60000	Put
PANERA BREAD CO	64059	244620	Market
PANERA BREAD CO	3928	15000	Call
PANERA BREAD CO	3352	12800	Put
PAPA JOHNS INTL INC	3186	39799	Market
PAPA JOHNS INTL INC	400	5000	Call
PAPA JOHNS INTL INC	976	12200	Put
PAPA MURPHYS HLDGS INC	467	97808	Market
PAR PACIFIC HOLDINGS INC	391	23726	Market
PARK ELECTROCHEMICAL CORP	612	34249	Market
PARK NATL CORP	534	5074	Market
PARK OHIO HLDGS CORP	291	8091	Market
PARK STERLING CORP	406	32942	Market
PARKER DRILLING CO	382	218462	Market
PARKER HANNIFIN CORP	257	1600	Put
PARSLEY ENERGY INC	13882	426992	Market
PATTERN ENERGY GROUP INC	11992	595722	Market
PATTERSON COMPANIES INC	226	5000	Call
PATTERSON UTI ENERGY INC	1301	53600	Call
PATTERSON UTI ENERGY INC	840	34600	Put
PAYCHEX INC	589	10000	Call
PAYCHEX INC	295	5000	Put
PAYLOCITY HLDG CORP	3086	79880	Market
PAYPAL HLDGS INC	776	18028	Market
PAYPAL HLDGS INC	955	22200	Call
PAYPAL HLDGS INC	654	15200	Put
PBF ENERGY INC	1991	89800	Call
PBF ENERGY INC	2410	108700	Put
PC CONNECTION INC	689	23144	Market
PCM INC	1657	59084	Market
PDC ENERGY INC	6297	101000	Call
PDC ENERGY INC	7289	116900	Put
PDL BIOPHARMA INC	1480	652160	Market
PEAPACK-GLADSTONE FINL CORP	858	29006	Market
PEARSON PLC	618	72823	Market
PEMBINA PIPELINE CORP	4388	138353	Market
PENN NATL GAMING INC	30509	1655406	Market
PENNANTPARK FLOATING RATE CA	6284	450760	Market
PENNANTPARK INVT CORP	3880	476683	Market
PENNEY J C INC	191	31069	Market
PENNEY J C INC	2806	455600	Call
PENNEY J C INC	2072	336300	Put
PENNSYLVANIA RL ESTATE INVT	1834	121132	Market
PENNYMAC FINL SVCS INC	2072	121519	Market
PENNYMAC MTG INVT TR	1384	77965	Market
PENTAIR PLC	658	10478	Market
PEOPLES UNITED FINANCIAL INC	5037	276738	Market
PEOPLES UNITED FINANCIAL INC	435	23900	Call
PEPSICO INC	2743	24525	Market
PEPSICO INC	7797	69700	Call
PEPSICO INC	3792	33900	Put
PERFICIENT INC	1456	83890	Market
PERFORMANCE FOOD GROUP CO	10186	427981	Market
PERRIGO CO PLC	4631	69755	Market
PERRIGO CO PLC	996	15000	Call
PERRIGO CO PLC	863	13000	Put
PETROCHINA CO LTD	6158	84071	Market
PETROLEO BRASILEIRO SA PETRO	109665	11317372	Market
PETROLEO BRASILEIRO SA PETRO	1359	140200	Call
PETROLEO BRASILEIRO SA PETRO	1422	146700	Put
PFENEX INC	170	29177	Market
PFIZER INC	80108	2341640	Market
PFIZER INC	60651	1772900	Call
PFIZER INC	70616	2064200	Put
PFSWEB INC	396	60662	Market
PHARMATHENE INC	109	134847	Market
PHH CORP	1116	87703	Market
PHIBRO ANIMAL HEALTH CORP	1063	37835	Market
PHILIP MORRIS INTL INC	171356	1517764	Market
PHILLIPS 66	5229	66002	Market
PHILLIPS 66	317	4000	Put
PHOENIX NEW MEDIA LTD	58	16500	Market
PHOTRONICS INC	5573	520856	Market
PICO HLDGS INC	150	10700	Market
PIER 1 IMPORTS INC	771	107739	Market
PILGRIMS PRIDE CORP NEW	9834	436976	Market
PINNACLE ENTMT INC NEW	7331	375578	Market
PINNACLE FINL PARTNERS INC	631	9493	Market
PINNACLE FOODS INC DEL	40137	693570	Market
PIONEER NAT RES CO	24264	130293	Market
PIONEER NAT RES CO	931	5000	Put
PITNEY BOWES INC	29700	2265464	Market
PIXELWORKS INC	1582	339518	Market
PJT PARTNERS INC	2854	81340	Market
PLANET FITNESS INC	4110	213304	Market
PLANET PAYMENT INC	236	59376	Market
PLEXUS CORP	3051	52793	Market
PLY GEM HLDGS INC	3215	163212	Market
PNM RES INC	991	26775	Market
POLARIS INDS INC	2673	31900	Call
POLARIS INDS INC	2933	35000	Put
POLYONE CORP	3266	95810	Market
POOL CORPORATION	2224	18640	Market
POPULAR INC	9845	241705	Market
PORTLAND GEN ELEC CO	1794	40391	Market
PORTOLA PHARMACEUTICALS INC	2218	56587	Market
POSCO	6566	101798	Market
POTASH CORP SASK INC	67045	3925354	Market
POTBELLY CORP	2611	187864	Market
POTLATCH CORP NEW	525	11487	Market
POWELL INDS INC	352	10233	Market
POWERSHARES QQQ TRUST	36402	274981	Market
POWERSHARES QQQ TRUST	5600	42300	Call
POWERSHARES QQQ TRUST	5600	42300	Put
PPG INDS INC	53118	505500	Market
PPL CORP	17209	460253	Market
PPL CORP	11729	313700	Call
PPL CORP	28499	762200	Put
PRA HEALTH SCIENCES INC	28837	442078	Market
PRAXAIR INC	73122	616542	Market
PREFERRED BK LOS ANGELES CA	3606	67204	Market
PREMIER INC	14472	454675	Market
PRETIUM RES INC	113	10576	Market
PRETIUM RES INC	530	49500	Call
PRETIUM RES INC	289	27000	Put
PRGX GLOBAL INC	145	22637	Market
PRICELINE GRP INC	1465	823	Market
PRICELINE GRP INC	8722	4900	Call
PRICELINE GRP INC	2848	1600	Put
PRIMERO MNG CORP	9	16010	Market
PRIMO WTR CORP	771	56800	Market
PRIMORIS SVCS CORP	2832	121973	Market
PRINCIPAL FINL GROUP INC	206	3270	Market
PRIVATEBANCORP INC	4045	68125	Market
PROASSURANCE CORP	6596	109477	Market
PROCTER AND GAMBLE CO	740	8241	Market
PROCTER AND GAMBLE CO	7233	80500	Call
PROCTER AND GAMBLE CO	1977	22000	Put
PROGRESS SOFTWARE CORP	7951	273707	Market
PROGRESSIVE CORP OHIO	24495	625185	Market
PROLOGIS INC	13622	262577	Market
PROLOGIS INC	3554	68500	Call
PROLOGIS INC	7154	137900	Put
PROOFPOINT INC	6121	82317	Market
PROS HOLDINGS INC	534	22061	Market
PROSHARES TR	15661	184600	Market
PROSHARES TR	2649	24700	Market
PROSHARES TR	6933	78600	Market
PROSHARES TR	12097	126000	Market
PROSHARES TR	781	34900	Market
PROSPECT CAPITAL CORPORATION	11802	1305491	Market
PROVIDENCE SVC CORP	2686	60451	Market
PROVIDENT FINL SVCS INC	670	25919	Market
PRUDENTIAL FINL INC	23599	221214	Market
PUBLIC STORAGE	1431	6535	Market
PUBLIC STORAGE	19001	86800	Call
PUBLIC STORAGE	22920	104700	Put
PUBLIC SVC ENTERPRISE GROUP	5544	125014	Market
PUBLIC SVC ENTERPRISE GROUP	679	15300	Call
PUBLIC SVC ENTERPRISE GROUP	807	18200	Put
PULTE GROUP INC	296	12576	Market
PULTE GROUP INC	3469	147300	Call
PULTE GROUP INC	1312	55700	Put
PURE STORAGE INC	13583	1381789	Market
PVH CORP	17949	173466	Market
PVH CORP	2432	23500	Call
PVH CORP	1656	16000	Put
Q2 HLDGS INC	5904	169419	Market
QAD INC	1078	38713	Market
QCR HOLDINGS INC	1586	37452	Market
QEP RES INC	198	15546	Market
QEP RES INC	2279	179300	Call
QEP RES INC	1304	102600	Put
QIAGEN NV	18762	647648	Market
QTS RLTY TR INC	11875	243597	Market
QUALCOMM INC	2256	39350	Market
QUALCOMM INC	6164	107500	Call
QUALCOMM INC	7626	133000	Put
QUALITY CARE PPTYS INC	7005	371404	Market
QUALITY SYS INC	4547	298363	Market
QUALYS INC	2752	72620	Market
QUANEX BUILDING PRODUCTS COR	335	16534	Market
QUANTUM CORP	112	128933	Market
QUEST DIAGNOSTICS INC	36304	369728	Market
QUICKLOGIC CORP	35	19820	Market
QUIDEL CORP	2501	110465	Market
QUORUM HEALTH CORP	219	40171	Market
QUOTIENT TECHNOLOGY INC	2343	245334	Market
RADIANT LOGISTICS INC	957	191461	Market
RADISYS CORP	285	71201	Market
RADNET INC	494	83701	Market
RADWARE LTD	4165	257757	Market
RALPH LAUREN CORP	1213	14860	Market
RALPH LAUREN CORP	735	9000	Call
RALPH LAUREN CORP	816	10000	Put
RAMBUS INC DEL	7105	540732	Market
RAMCO-GERSHENSON PPTYS TR	10474	747049	Market
RANDGOLD RES LTD	909	10420	Market
RANGE RES CORP	2232	76687	Market
RANGE RES CORP	5136	176500	Call
RANGE RES CORP	5974	205300	Put
RAPID7 INC	1243	82965	Market
RAYONIER ADVANCED MATLS INC	169	12600	Market
RAYTHEON CO	39404	258389	Market
RAYTHEON CO	1525	10000	Call
REAL IND INC	46	16200	Market
REALOGY HLDGS CORP	44823	1504628	Market
REALOGY HLDGS CORP	360	12100	Put
REALPAGE INC	10143	290625	Market
REALTY INCOME CORP	8860	148825	Market
REALTY INCOME CORP	1548	26000	Call
REALTY INCOME CORP	2125	35700	Put
RECRO PHARMA INC	453	51880	Market
RED HAT INC	28221	326254	Market
RED ROBIN GOURMET BURGERS IN	7189	122999	Market
RED ROCK RESORTS INC	447	20161	Market
REGAL BELOIT CORP	3937	52048	Market
REGAL ENTMT GROUP	32333	1431918	Market
REGENCY CTRS CORP	8399	126514	Market
REGENERON PHARMACEUTICALS	13257	34212	Market
REGENERON PHARMACEUTICALS	1550	4000	Call
REGENERON PHARMACEUTICALS	1550	4000	Put
REGIONAL MGMT CORP	625	32152	Market
REGIONS FINL CORP NEW	59789	4114842	Market
REGIONS FINL CORP NEW	3787	260600	Call
REGIONS FINL CORP NEW	4379	301400	Put
REGIS CORP MINN	1001	85375	Market
REIS INC	399	22305	Market
RELX NV	859	46288	Market
RELX PLC	709	35820	Market
RENEWABLE ENERGY GROUP INC	2531	242218	Market
REPUBLIC BANCORP KY	228	6636	Market
REPUBLIC FIRST BANCORP INC	197	23714	Market
RESMED INC	2714	37711	Market
RESOLUTE ENERGY CORP	820	20300	Call
RESOLUTE ENERGY CORP	1083	26800	Put
RESOLUTE FST PRODS INC	995	182645	Market
RESOURCE CAP CORP	1627	166580	Market
RESTAURANT BRANDS INTL INC	47650	854750	Market
RETAIL OPPORTUNITY INVTS COR	2006	95405	Market
RETAIL PPTYS AMER INC	1832	127025	Market
RETAILMENOT INC	2238	276355	Market
RETROPHIN INC	1546	83772	Market
REX AMERICAN RESOURCES CORP	436	4822	Market
RH	231	5000	Put
RICE ENERGY INC	851	35900	Call
RICE ENERGY INC	1813	76500	Put
RICHMONT MINES INC	73	10265	Market
RIGHTSIDE GROUP LTD	164	16527	Market
RIGNET INC	679	31661	Market
RINGCENTRAL INC	8964	316766	Market
RITE AID CORP	79304	18659843	Market
RMR GROUP INC	1025	20697	Market
ROADRUNNER TRNSN SVCS HLDG I	402	58455	Market
ROCKWELL COLLINS INC	53883	554583	Market
ROCKY BRANDS INC	251	21726	Market
ROGERS COMMUNICATIONS INC	60701	1371745	Market
ROGERS CORP	6624	77141	Market
ROSETTA STONE INC	937	96104	Market
ROSS STORES INC	461	7000	Put
ROWAN COMPANIES PLC	2551	163745	Market
ROWAN COMPANIES PLC	877	56300	Call
ROWAN COMPANIES PLC	753	48300	Put
ROYAL CARIBBEAN CRUISES LTD	77071	785562	Market
ROYAL DUTCH SHELL PLC	26549	503484	Market
ROYAL GOLD INC	2284	32600	Call
ROYAL GOLD INC	2571	36700	Put
RPX CORP	4524	376963	Market
RTI SURGICAL INC	529	132130	Market
RUBICON PROJ INC	2571	436515	Market
RUDOLPH TECHNOLOGIES INC	6047	269949	Market
RUSH ENTERPRISES INC	7078	213961	Market
RUTHS HOSPITALITY GROUP INC	3892	194090	Market
RYDER SYS INC	5357	71006	Market
RYDER SYS INC	1403	18600	Call
RYDER SYS INC	1298	17200	Put
RYDEX ETF TRUST	1404	15455	Market
RYERSON HLDG CORP	1568	124430	Market
RYMAN HOSPITALITY PPTYS INC	416	6722	Market
S&P GLOBAL INC	142745	1091821	Market
SABRA HEALTH CARE REIT INC	543	19458	Market
SABRE CORP	68817	3247615	Market
SAFE BULKERS INC	91	41460	Market
SAFEGUARD SCIENTIFICS INC	864	68052	Market
SAFETY INS GROUP INC	2290	32672	Market
SAIA INC	2137	48236	Market
SALESFORCE COM INC	18140	219908	Market
SALESFORCE COM INC	272	3300	Call
SAN JUAN BASIN RTY TR	264	36510	Market
SANCHEZ ENERGY CORP	360	37785	Market
SANCHEZ ENERGY CORP	355	37200	Call
SANCHEZ ENERGY CORP	168	17600	Put
SANDSTORM GOLD LTD	1433	335642	Market
SANFILIPPO JOHN B & SON INC	6562	89656	Market
SANMINA CORPORATION	718	17682	Market
SASOL LTD	2692	91578	Market
SBA COMMUNICATIONS CORP NEW	105398	875618	Market
SBA COMMUNICATIONS CORP NEW	710	5900	Call
SBA COMMUNICATIONS CORP NEW	626	5200	Put
SCANA CORP NEW	497	7600	Call
SCANSOURCE INC	3034	77297	Market
SCHEIN HENRY INC	17399	102367	Market
SCHLUMBERGER LTD	13051	167100	Call
SCHLUMBERGER LTD	9630	123300	Put
SCHNITZER STL INDS	1346	65201	Market
SCHOLASTIC CORP	311	7304	Market
SCHULMAN A INC	3870	123058	Market
SCHWAB CHARLES CORP NEW	449	11000	Call
SCICLONE PHARMACEUTICALS INC	2296	234328	Market
SCIENTIFIC GAMES CORP	17900	756859	Market
SCIENTIFIC GAMES CORP	260	11000	Call
SCOTTS MIRACLE GRO CO	6619	70871	Market
SCRIPPS E W CO OHIO	7279	310524	Market
SCRIPPS NETWORKS INTERACT IN	25684	327722	Market
SCRIPPS NETWORKS INTERACT IN	470	6000	Call
SEACHANGE INTL INC	413	166649	Market
SEACOAST BKG CORP FLA	9452	394168	Market
SEADRILL LIMITED	1438	871357	Market
SEAGATE TECHNOLOGY PLC	166370	3622256	Market
SEALED AIR CORP NEW	44128	1012579	Market
SEASPAN CORP	1391	200715	Market
SEATTLE GENETICS INC	8580	136498	Market
SEAWORLD ENTMT INC	18627	1019558	Market
SEAWORLD ENTMT INC	188	10300	Call
SEI INVESTMENTS CO	561	11119	Market
SELECT COMFORT CORP	796	32100	Market
SELECT SECTOR SPDR TR	31295	597115	Market
SELECT SECTOR SPDR TR	30480	409900	Market
SELECT SECTOR SPDR TR	66453	1217526	Market
SELECT SECTOR SPDR TR	51600	586692	Market
SELECT SECTOR SPDR TR	32380	463227	Market
SELECT SECTOR SPDR TR	1991	83900	Market
SELECT SECTOR SPDR TR	28135	527770	Market
SELECT SECTOR SPDR TR	80520	1569280	Market
SEMICONDUCTOR MFG INTL CORP	214	34025	Market
SEMPRA ENERGY	309	2800	Call
SEMPRA ENERGY	884	8000	Put
SEMTECH CORP	8103	239732	Market
SENECA FOODS CORP NEW	507	14041	Market
SENIOR HSG PPTYS TR	640	31616	Market
SENSATA TECHNOLOGIES HLDG NV	9471	216887	Market
SENSIENT TECHNOLOGIES CORP	1551	19565	Market
SERITAGE GROWTH PPTYS	242	5600	Market
SERVICE CORP INTL	32199	1042724	Market
SERVICEMASTER GLOBAL HLDGS I	4330	103708	Market
SERVICENOW INC	74003	846043	Market
SERVICESOURCE INTL INC	545	140371	Market
SERVISFIRST BANCSHARES INC	5925	162861	Market
SHAKE SHACK INC	534	16000	Call
SHAKE SHACK INC	401	12000	Put
SHAW COMMUNICATIONS INC	29188	1406700	Market
SHILOH INDS INC	1418	104038	Market
SHINHAN FINANCIAL GROUP CO L	335	8016	Market
SHIP FINANCE INTERNATIONAL L	456	31008	Market
SHOPIFY INC	997	14609	Market
SHORETEL INC	3673	597302	Market
SHUTTERFLY INC	13997	289852	Market
SIERRA BANCORP	1020	37184	Market
SIERRA WIRELESS INC	3884	146275	Market
SIGMA DESIGNS INC	1550	247998	Market
SIGNATURE BK NEW YORK N Y	282	1900	Call
SIGNET JEWELERS LIMITED	43074	621833	Market
SIGNET JEWELERS LIMITED	277	4000	Call
SILGAN HOLDINGS INC	12700	213941	Market
SILICOM LTD	721	14518	Market
SILICON LABORATORIES INC	2656	36118	Market
SILICON MOTION TECHNOLOGY CO	6090	130278	Market
SILICONWARE PRECISION INDS L	345	42651	Market
SILVER BAY RLTY TR CORP	3449	160643	Market
SILVER SPRING NETWORKS INC	1111	98446	Market
SILVER STD RES INC	882	83132	Market
SILVER STD RES INC	393	37000	Call
SILVER STD RES INC	263	24800	Put
SILVER WHEATON CORP	9092	436267	Market
SILVER WHEATON CORP	1921	92200	Call
SILVER WHEATON CORP	1884	90400	Put
SIMMONS 1ST NATL CORP	5372	97413	Market
SIMON PPTY GROUP INC NEW	36235	210634	Market
SIMPSON MANUFACTURING CO INC	2114	49064	Market
SINA CORP	22674	314395	Market
SINCLAIR BROADCAST GROUP INC	57451	1418542	Market
SINOVAC BIOTECH LTD	1096	191538	Market
SIRIUS XM HLDGS INC	9875	1917448	Market
SITEONE LANDSCAPE SUPPLY INC	1241	25629	Market
SIX FLAGS ENTMT CORP NEW	43817	736547	Market
SIX FLAGS ENTMT CORP NEW	357	6000	Call
SIX FLAGS ENTMT CORP NEW	476	8000	Put
SJW GROUP	549	11391	Market
SK TELECOM LTD	13727	545164	Market
SKECHERS U S A INC	18514	674446	Market
SKYPEOPLE FRUIT JUICE INC	72	12130	Market
SKYWORKS SOLUTIONS INC	882	9000	Call
SKYWORKS SOLUTIONS INC	1176	12000	Put
SL GREEN RLTY CORP	5491	51500	Call
SL GREEN RLTY CORP	4329	40600	Put
SM ENERGY CO	5580	232300	Call
SM ENERGY CO	4038	168100	Put
SMART & FINAL STORES INC	1193	98627	Market
SMITH & NEPHEW PLC	15965	516180	Market
SOCIEDAD QUIMICA MINERA DE C	17407	506451	Market
SODASTREAM INTERNATIONAL LTD	11495	237362	Market
SOHU COM INC	3045	77427	Market
SOLAR CAP LTD	1622	71747	Market
SOLAR SR CAP LTD	1866	103773	Market
SONIC CORP	18850	743286	Market
SONUS NETWORKS INC	2084	316249	Market
SONY CORP	691	20482	Market
SOTHEBYS	13082	287640	Market
SOUTH JERSEY INDS INC	348	9765	Market
SOUTHERN CO	8721	175200	Call
SOUTHERN CO	19026	382200	Put
SOUTHWEST AIRLS CO	27194	505841	Market
SOUTHWEST AIRLS CO	376	7000	Call
SOUTHWEST AIRLS CO	699	13000	Put
SOUTHWEST BANCORP INC OKLA	1895	72482	Market
SOUTHWEST GAS HOLDINGS INC	843	10173	Market
SOUTHWESTERN ENERGY CO	24339	2979121	Market
SOUTHWESTERN ENERGY CO	5420	663400	Call
SOUTHWESTERN ENERGY CO	3572	437200	Put
SP PLUS CORP	2384	70624	Market
SPARTON CORP	692	32973	Market
SPDR DOW JONES INDL AVRG ETF	57672	279500	Market
SPDR GOLD TRUST	2112	17790	Market
SPDR S&P 500 ETF TR	157786	669322	Market
SPDR S&P 500 ETF TR	79020	335200	Call
SPDR S&P 500 ETF TR	160327	680100	Put
SPDR SERIES TRUST	290	6877	Market
SPDR SERIES TRUST	308	3500	Market
SPDR SERIES TRUST	336	9023	Market
SPECTRANETICS CORP	4462	153189	Market
SPECTRUM BRANDS HLDGS INC	15937	114650	Market
SPEEDWAY MOTORSPORTS INC	234	12417	Market
SPIRIT AEROSYSTEMS HLDGS INC	1419	24495	Market
SPIRIT AIRLS INC	7948	149758	Market
SPIRIT AIRLS INC	318	6000	Call
SPIRIT AIRLS INC	265	5000	Put
SPIRIT RLTY CAP INC NEW	46061	4546950	Market
SPLUNK INC	19211	308408	Market
SPOK HLDGS INC	999	52603	Market
SPORTSMANS WHSE HLDGS INC	1349	282284	Market
SPRINT CORP	40562	4673088	Market
SPROUTS FMRS MKT INC	1832	79234	Market
SPX CORP	623	25700	Market
SPX FLOW INC	694	20001	Market
SQUARE INC	51153	2960267	Market
SS&C TECHNOLOGIES HLDGS INC	4357	123072	Market
STAAR SURGICAL CO	308	31390	Market
STAG INDL INC	4232	169141	Market
STAGE STORES INC	479	184940	Market
STANDARD MTR PRODS INC	1666	33912	Market
STANLEY BLACK & DECKER INC	99444	748434	Market
STANLEY BLACK & DECKER INC	279	2100	Call
STANLEY BLACK & DECKER INC	505	3800	Put
STAPLES INC	152	17300	Call
STAPLES INC	97	11100	Put
STAR BULK CARRIERS CORP	628	52845	Market
STARBUCKS CORP	2546	43600	Call
STARBUCKS CORP	1658	28400	Put
STARWOOD PPTY TR INC	39794	1762353	Market
STATE AUTO FINL CORP	602	21937	Market
STATE BK FINL CORP	508	19456	Market
STATE NATL COS INC	1572	109152	Market
STATOIL ASA	938	54583	Market
STEEL DYNAMICS INC	4001	115100	Call
STEEL DYNAMICS INC	2930	84300	Put
STEELCASE INC	4177	249393	Market
STEIN MART INC	977	324626	Market
STELLUS CAP INVT CORP	643	44176	Market
STEPAN CO	757	9601	Market
STERICYCLE INC	49859	601504	Market
STERLING BANCORP DEL	26489	1117695	Market
STERLING CONSTRUCTION CO INC	1461	157907	Market
STEWART INFORMATION SVCS COR	3468	78497	Market
STILLWATER MNG CO	3083	178525	Market
STMICROELECTRONICS N V	15128	978518	Market
STONEGATE BK FT LAUDERDALE F	1492	31691	Market
STONERIDGE INC	478	26376	Market
STORE CAP CORP	20809	871393	Market
STRATASYS LTD	652	31840	Market
STUDENT TRANSN INC	1173	200213	Market
STURM RUGER & CO INC	214	4000	Put
SUFFOLK BANCORP	1535	37985	Market
SUMITOMO MITSUI FINL GROUP I	3240	446848	Market
SUN BANCORP INC	1376	56381	Market
SUN LIFE FINL INC	19870	543637	Market
SUNCOKE ENERGY INC	3558	397045	Market
SUNCOR ENERGY INC NEW	258	8395	Market
SUNOPTA INC	1342	193096	Market
SUNPOWER CORP	116	18966	Market
SUPERIOR INDS INTL INC	2013	79393	Market
SUPERVALU INC	2114	547580	Market
SURMODICS INC	1252	52048	Market
SWIFT TRANSN CO	26887	1309014	Market
SWIFT TRANSN CO	663	32300	Call
SWIFT TRANSN CO	608	29600	Put
SYKES ENTERPRISES INC	2082	70829	Market
SYMANTEC CORP	14755	480936	Market
SYNACOR INC	62	15000	Market
SYNAPTICS INC	1142	23059	Market
SYNCHRONOSS TECHNOLOGIES INC	11627	476525	Market
SYNCHRONY FINL	8889	259142	Market
SYNERON MEDICAL LTD	4709	446322	Market
SYNGENTA AG	10409	117618	Market
SYNOPSYS INC	18866	261560	Market
SYNTEL INC	3280	194869	Market
SYNUTRA INTL INC	108	18100	Market
SYSCO CORP	46315	892038	Market
TABLEAU SOFTWARE INC	22810	460350	Market
TACTILE SYS TECHNOLOGY INC	1110	58600	Market
TAIWAN SEMICONDUCTOR MFG LTD	24700	752126	Market
TAKE-TWO INTERACTIVE SOFTWAR	59440	1002863	Market
TAL ED GROUP	8354	78389	Market
TANGER FACTORY OUTLET CTRS I	2595	79180	Market
TARENA INTL INC	3570	191114	Market
TARGA RES CORP	2402	40100	Call
TARGA RES CORP	2773	46300	Put
TARGET CORP	152993	2772111	Market
TARGET CORP	442	8000	Call
TARGET CORP	497	9000	Put
TAUBMAN CTRS INC	23163	350854	Market
TAYLOR MORRISON HOME CORP	15884	745032	Market
TCF FINL CORP	1184	69557	Market
TCP CAP CORP	2535	145536	Market
TD AMERITRADE HLDG CORP	9261	238311	Market
TE CONNECTIVITY LTD	27317	366426	Market
TECHNIPFMC PLC	29907	920209	Market
TECHTARGET INC	804	89002	Market
TECK RESOURCES LTD	19401	886405	Market
TECK RESOURCES LTD	451	20600	Call
TECK RESOURCES LTD	1104	50400	Put
TEEKAY CORPORATION	406	44344	Market
TEEKAY LNG PARTNERS L P	1942	110658	Market
TEGNA INC	667	26019	Market
TELEFONICA BRASIL SA	313	21078	Market
TELEFONICA S A	1479	132174	Market
TELENAV INC	607	70229	Market
TELEPHONE & DATA SYS INC	2339	88248	Market
TELETECH HOLDINGS INC	515	17412	Market
TELIGENT INC NEW	90	11484	Market
TELUS CORP	22110	680466	Market
TENET HEALTHCARE CORP	248	14000	Call
TERADYNE INC	46508	1495445	Market
TEREX CORP NEW	13117	417752	Market
TERNIUM SA	13248	507205	Market
TERRITORIAL BANCORP INC	916	29399	Market
TESARO INC	667	4334	Market
TESARO INC	615	4000	Call
TESARO INC	1077	7000	Put
TESORO CORP	5649	69693	Market
TESORO CORP	4920	60700	Call
TESORO CORP	5844	72100	Put
TETRA TECH INC NEW	985	24104	Market
TETRAPHASE PHARMACEUTICALS I	867	94328	Market
TEVA PHARMACEUTICAL INDS LTD	64893	2022219	Market
TEVA PHARMACEUTICAL INDS LTD	5369	167300	Call
TEVA PHARMACEUTICAL INDS LTD	4505	140400	Put
TEXAS INSTRS INC	2623	32565	Market
TEXAS INSTRS INC	2336	29000	Call
TEXAS INSTRS INC	1611	20000	Put
TEXAS PAC LD TR	1129	4035	Market
TEXTAINER GROUP HOLDINGS LTD	1121	73287	Market
TEXTRON INC	7617	160054	Market
TFS FINL CORP	589	35451	Market
TG THERAPEUTICS INC	1238	106274	Market
THE TRADE DESK INC	10693	287069	Market
THERMO FISHER SCIENTIFIC INC	36678	238789	Market
THERMO FISHER SCIENTIFIC INC	614	4000	Put
THIRD PT REINS LTD	3283	271331	Market
THL CR INC	2205	221368	Market
THOMSON REUTERS CORP	23423	541192	Market
TICC CAPITAL CORP	2833	383850	Market
TIDEWATER INC	129	112417	Market
TIER REIT INC	985	56766	Market
TIFFANY & CO NEW	100833	1058055	Market
TILLYS INC	1295	143516	Market
TIM PARTICIPACOES S A	8333	521446	Market
TIME INC NEW	5272	272464	Market
TIME WARNER INC	150272	1537936	Market
TIMKEN CO	6056	133974	Market
TIMKENSTEEL CORP	402	21259	Market
TITAN INTL INC ILL	484	46794	Market
TITAN MACHY INC	1703	111020	Market
TIVITY HEALTH INC	6667	229107	Market
TIVO CORP	6913	368718	Market
TJX COS INC NEW	554	7000	Put
TOLL BROTHERS INC	1842	51000	Call
TOLL BROTHERS INC	2780	77000	Put
TOOTSIE ROLL INDS INC	556	14879	Market
TOP SHIPS INC	46	42617	Market
TOPBUILD CORP	1785	37981	Market
TORONTO DOMINION BK ONT	41265	823082	Market
TOTAL SYS SVCS INC	24275	454075	Market
TOWER INTL INC	3762	138813	Market
TOWER SEMICONDUCTOR LTD	10430	452477	Market
TOWNSQUARE MEDIA INC	1055	86585	Market
