CompanyName	Value(1000s)	Shares	OrderType
MACQUARIE INFRASTRUCTURE COR	67	58000	Market
MACQUARIE INFRASTRUCTURE COR	58	58000	Market
MACROGENICS INC	30867	1510142	Market
MACYS INC	200285	5593000	Market
MADDEN STEVEN LTD	160311	4484216	Market
MADISON SQUARE GARDEN CO NEW	33913	197730	Market
MADRIGAL PHARMACEUTICALS INC	9	632	Market
MAGELLAN HEALTH INC	145743	1936781	Market
MAGELLAN PETE CORP	142	12645	Market
MAGICJACK VOCALTEC LTD	230	33630	Market
MAGNEGAS CORP	4	8220	Market
MAGYAR BANCORP INC	9	714	Market
MAIDEN HOLDINGS LTD	99174	5683321	Market
MAINSOURCE FINANCIAL GP INC	26153	760276	Market
MAJESCO	1056	173732	Market
MAJESCO ENTERTAINMENT CO	1	297	Market
MALIBU BOATS INC	11104	581971	Market
MALLINCKRODT PUB LTD CO	116113	2330655	Market
MALVERN BANCORP INC	37	1752	Market
MAM SOFTWARE GROUP INC	17	2685	Market
MAMMOTH ENERGY SVCS INC	3562	234343	Market
MANHATTAN ASSOCS INC	153793	2900117	Market
MANHATTAN BRIDGE CAPITAL INC	135	17719	Market
MANITEX INTL INC	273	39762	Market
MANITOWOC FOODSERVICE INC	26966	1395009	Market
MANITOWOC INC	23188	3877511	Market
MANNATECH INC	121	5976	Market
MANNING & NAPIER INC	3882	514111	Market
MANNKIND CORP	6571	10319727	Market
MANPOWERGROUP INC	238073	2678894	Market
MANTECH INTL CORP	103400	2447349	Market
MARATHON OIL CORP	299069	17277216	Market
MARATHON PATENT GROUP INC	69	40237	Market
MARATHON PETE CORP	547759	10879018	Market
MARCHEX INC	2894	1092048	Market
MARCUS & MILLICHAP INC	11874	444378	Market
MARCUS CORP	46998	1491985	Market
MARIN SOFTWARE INC	204	86989	Market
MARINE PRODS CORP	4493	323944	Market
MARINEMAX INC	39544	2043594	Market
MARINUS PHARMACEUTICALS INC	103	101703	Market
MARKEL CORP	239331	264600	Market
MARKETAXESS HLDGS INC	219252	1492321	Market
MARLIN BUSINESS SVCS CORP	5748	275026	Market
MARRIOTT INTL INC NEW	464070	5612841	Market
MARRIOTT VACATIONS WRLDWDE C	158524	1868289	Market
MARRONE BIO INNOVATIONS INC	12	5563	Market
MARSH & MCLENNAN COS INC	587427	8691029	Market
MARTEN TRANS LTD	42141	1808621	Market
MARTIN MARIETTA MATLS INC	258161	1165355	Market
MARVELL TECHNOLOGY GROUP LTD	90423	6519345	Market
MASCO CORP	203212	6426707	Market
MASIMO CORP	230568	3420888	Market
MASONITE INTL CORP NEW	71633	1088647	Market
MAST THERAPEUTICS INC	4	48401	Market
MASTEC INC	76956	2011922	Market
MASTECH DIGITAL INC	4	634	Market
MASTERCARD INCORPORATED	1515804	14680915	Market
MATADOR RES CO	67843	2633645	Market
MATCH GROUP INC	4835	282773	Market
MATERION CORP	63903	1613700	Market
MATRIX SVC CO	51847	2284006	Market
MATSON INC	150584	4255000	Market
MATTEL INC	296693	10769261	Market
MATTERSIGHT CORP	182	49262	Market
MATTHEWS INTL CORP	192856	2509512	Market
MAUI LD & PINEAPPLE INC	15	2135	Market
MAXIM INTEGRATED PRODS INC	164338	4260767	Market
MAXIMUS INC	211473	3790513	Market
MAXLINEAR INC	36273	1663902	Market
MAXPOINT INTERACTIVE INC	49	8103	Market
MAXWELL TECHNOLOGIES INC	5432	1060893	Market
MAYS J W INC	4	106	Market
MB FINANCIAL INC NEW	213823	4527273	Market
MBIA INC	43523	4067529	Market
MBT FINL CORP	6922	609907	Market
MCBC HLDGS INC	3624	248575	Market
MCCLATCHY CO	210	15940	Market
MCCORMICK & CO INC	280657	3007149	Market
MCDERMOTT INTL INC	59179	8008035	Market
MCDONALDS CORP	2037133	16736223	Market
MCEWEN MNG INC	3608	1239854	Market
MCGRATH RENTCORP	28153	718362	Market
MCKESSON CORP	433367	3085560	Market
MDC PARTNERS INC	10256	1565815	Market
MDU RES GROUP INC	218144	7582359	Market
MEAD JOHNSON NUTRITION CO	234608	3315548	Market
MECHEL PAO	3591	626742	Market
MEDEQUITIES RLTY TR INC	7718	695292	Market
MEDIA GEN INC NEW	63845	3390616	Market
MEDICAL PPTYS TRUST INC	250868	20395749	Market
MEDICINES CO	231825	6830448	Market
MEDICINES CO	70	58000	Market
MEDICINOVA INC	8582	1423191	Market
MEDIDATA SOLUTIONS INC	211456	4257221	Market
MEDIDATA SOLUTIONS INC	38	35000	Market
MEDIFAST INC	36633	879959	Market
MEDLEY MGMT INC	2044	206416	Market
MEDNAX INC	253132	3797357	Market
MEDOVEX CORP	5	4099	Market
MEDPACE HLDGS INC	8771	243169	Market
MEDTRONIC PLC	1565581	21979240	Market
MEETME INC	6568	1332202	Market
MEI PHARMA INC	106	73394	Market
MELCO CROWN ENTMT LTD	40389	2540203	Market
MELLANOX TECHNOLOGIES LTD	217	5299	Market
MELROSE BANCORP INC	11	628	Market
MENTOR GRAPHICS CORP	245764	6662063	Market
MENTOR GRAPHICS CORP	76	41000	Market
MERCADOLIBRE INC	15108	96760	Market
MERCADOLIBRE INC	80	58000	Market
MERCANTILE BANK CORP	19911	528130	Market
MERCER INTL INC	245	22990	Market
MERCHANTS BANCSHARES	10447	192755	Market
MERCK & CO INC	2832856	48120535	Market
MERCURY GENL CORP NEW	274751	4563220	Market
MERCURY SYS INC	115574	3824429	Market
MEREDITH CORP	356431	6025890	Market
MERIDIAN BANCORP INC MD	30243	1600185	Market
MERIDIAN BIOSCIENCE INC	58704	3316619	Market
MERIT MED SYS INC	93519	3529023	Market
MERITAGE HOMES CORP	128939	3705143	Market
MERITOR INC	31468	2533661	Market
MERRIMACK PHARMACEUTICALS IN	27898	6837786	Market
MESA LABS INC	11883	96804	Market
META FINL GROUP INC	28192	273979	Market
METABOLIX INC	1	2428	Market
METALDYNE PERFORMANCE GROUP	10417	453919	Market
METHODE ELECTRS INC	119474	2889326	Market
METLIFE INC	747869	13877700	Market
METTLER TOLEDO INTERNATIONAL	216181	516487	Market
MFA FINL INC	95809	12556822	Market
MFRI INC	145	17857	Market
MGC DIAGNOSTICS CORP	6	794	Market
MGE ENERGY INC	71085	1088588	Market
MGIC INVT CORP WIS	112083	10999330	Market
MGM GROWTH PPTYS LLC	485	19154	Market
MGM RESORTS INTERNATIONAL	143672	4983410	Market
MGP INGREDIENTS INC NEW	20181	403772	Market
MICHAEL KORS HLDGS LTD	126901	2952553	Market
MICHAELS COS INC	19145	936190	Market
MICROBOT MED INC	2	263	Market
MICROCHIP TECHNOLOGY INC	287460	4481063	Market
MICROCHIP TECHNOLOGY INC	234	87000	Market
MICROCHIP TECHNOLOGY INC	302	233000	Market
MICRON TECHNOLOGY INC	475275	21682244	Market
MICRON TECHNOLOGY INC	122	58000	Market
MICRON TECHNOLOGY INC	116	117000	Market
MICRONET ENERTEC TECH INC	3	2367	Market
MICROSEMI CORP	376961	6984648	Market
MICROSOFT CORP	7034494	113203963	Market
MICROSTRATEGY INC	150205	760915	Market
MICROVISION INC DEL	181	143940	Market
MID AMER APT CMNTYS INC	265729	2713731	Market
MID PENN BANCORP INC	19	790	Market
MIDDLEBURG FINANCIAL CORP	5540	159434	Market
MIDDLEBY CORP	74149	575645	Market
MIDDLEFIELD BANC CORP	10	269	Market
MIDDLESEX WATER CO	22088	514392	Market
MIDLAND STS BANCORP INC ILL	4537	125399	Market
MIDSOUTH BANCORP INC	362	26653	Market
MIDWESTONE FINL GROUP INC NE	10348	275209	Market
MILACRON HLDGS CORP	8097	434629	Market
MILESTONE SCIENTIFIC INC	46	32726	Market
MILLER HERMAN INC	121581	3555003	Market
MILLER INDS INC TENN	9539	360656	Market
MIMEDX GROUP INC	69081	7796982	Market
MIND C T I LTD	110	44545	Market
MINDBODY INC	9738	457161	Market
MINERALS TECHNOLOGIES INC	161814	2094686	Market
MINERVA NEUROSCIENCES INC	12828	1091730	Market
MIRATI THERAPEUTICS INC	1897	399317	Market
MIRNA THERAPEUTICS INC	43	23861	Market
MISONIX INC	163	15570	Market
MISTRAS GROUP INC	14058	547412	Market
MITCHAM INDS INC	150	36243	Market
MITEK SYS INC	5808	944382	Market
MITEL NETWORKS CORP	75	10967	Market
MKS INSTRUMENT INC	254596	4286135	Market
MOBILE MINI INC	106615	3524473	Market
MOBILE TELESYSTEMS PJSC	72734	7983964	Market
MOBILEIRON INC	5657	1508478	Market
MOBILEYE N V AMSTELVEEN	52024	1364734	Market
MOCON INC	292	14990	Market
MODEL N INC	6382	721142	Market
MODINE MFG CO	22915	1537918	Market
MODUSLINK GLOBAL SOLUTIONS I	146	99866	Market
MOELIS & CO	21937	647095	Market
MOHAWK INDS INC	236459	1184192	Market
MOLECULIN BIOTECH INC	41	17868	Market
MOLINA HEALTHCARE INC	145828	2687579	Market
MOLINA HEALTHCARE INC	92	64000	Market
MOLINA HEALTHCARE INC	66	58000	Market
MOLSON COORS BREWING CO	306727	3152056	Market
MOMENTA PHARMACEUTICALS INC	90047	5983161	Market
MONARCH CASINO & RESORT INC	23508	911862	Market
MONDELEZ INTL INC	872770	19688030	Market
MONEYGRAM INTL INC	11764	996082	Market
MONMOUTH REAL ESTATE INVT CO	33647	2207825	Market
MONOGRAM RESIDENTIAL TR INC	59707	5518220	Market
MONOLITHIC PWR SYS INC	188313	2298459	Market
MONOTYPE IMAGING HOLDINGS IN	64254	3236996	Market
MONRO MUFFLER BRAKE INC	144137	2519880	Market
MONSANTO CO NEW	685365	6514259	Market
MONSTER BEVERAGE CORP NEW	227728	5135955	Market
MOODYS CORP	283861	3011151	Market
MOOG INC	196231	2987685	Market
MORGAN STANLEY	842539	19941761	Market
MORNINGSTAR INC	13003	176767	Market
MOSAIC CO NEW	197408	6730581	Market
MOSYS INC	4	16997	Market
MOTORCAR PTS AMER INC	41782	1552097	Market
MOTOROLA SOLUTIONS INC	345951	4173614	Market
MOVADO GROUP INC	36715	1277058	Market
MRC GLOBAL INC	59840	2953622	Market
MRV COMMUNICATIONS INC	126	15446	Market
MSA SAFETY INC	128104	1847744	Market
MSB FINL CORP NEW	10	650	Market
MSC INDL DIRECT INC	159703	1728577	Market
MSCI INC	296794	3767373	Market
MSG NETWORK INC	38825	1805791	Market
MTGE INVT CORP	38594	2458222	Market
MTS SYS CORP	75772	1336360	Market
MUELLER INDS INC	183891	4601880	Market
MUELLER WTR PRODS INC	61853	4647104	Market
MULTI COLOR CORP	81104	1045158	Market
MULTI PACKAGING SOLUTIONS IN	9042	634116	Market
MURPHY OIL CORP	103851	3336054	Market
MURPHY USA INC	89244	1451831	Market
MUTUALFIRST FINL INC	5575	168440	Market
MYERS INDS INC	26188	1831325	Market
MYLAN N V	547522	14351821	Market
MYOKARDIA INC	5307	409775	Market
MYOS RENS TECHNOLOGY INC	0	307	Market
MYOVANT SCIENCES LTD	3873	311323	Market
MYR GROUP INC DEL	47484	1260178	Market
MYRIAD GENETICS INC	54411	3264023	Market
NABORS INDUSTRIES LTD	197003	12012407	Market
NACCO INDS INC	11569	127762	Market
NAKED BRAND GROUP INC	2	1601	Market
NAM TAI PPTY INC	31	4144	Market
NANOMETRICS INC	48285	1926789	Market
NANOSTRING TECHNOLOGIES INC	17208	771651	Market
NANOVIRICIDES INC	124	115767	Market
NANTHEALTH INC	18483	1859439	Market
NANTKWEST INC	9578	1674508	Market
NAPCO SEC TECHNOLOGIES INC	334	39280	Market
NASDAQ INC	147043	2190754	Market
NATERA INC	9045	772422	Market
NATHANS FAMOUS INC NEW	6560	101079	Market
NATIONAL AMERN UNIV HLDGS IN	74	38087	Market
NATIONAL BANKSHARES INC VA	9888	227563	Market
NATIONAL BEVERAGE CORP	17866	349764	Market
NATIONAL BK HLDGS CORP	61890	1940720	Market
NATIONAL CINEMEDIA INC	28150	1911045	Market
NATIONAL COMM CORP	10324	277888	Market
NATIONAL FUEL GAS CO N J	185770	3279831	Market
NATIONAL GEN HLDGS CORP	38011	1521035	Market
NATIONAL HEALTH INVS INC	103097	1390011	Market
NATIONAL HEALTHCARE CORP	29577	390245	Market
NATIONAL INSTRS CORP	130456	4232824	Market
NATIONAL OILWELL VARCO INC	295739	7899010	Market
NATIONAL PRESTO INDS INC	43727	410965	Market
NATIONAL RESH CORP	5256	276625	Market
NATIONAL RESH CORP	8	194	Market
NATIONAL RETAIL PPTYS INC	298182	6746201	Market
NATIONAL SEC GROUP INC	4	249	Market
NATIONAL STORAGE AFFILIATES	25006	1133015	Market
NATIONAL WESTMINSTER BK PLC	26239	1023743	Market
NATIONAL WESTN LIFE GROUP IN	21692	69793	Market
NATIONSTAR MTG HLDGS INC	18690	1034861	Market
NATURAL ALTERNATIVES INTL IN	166	14682	Market
NATURAL GAS SERVICES GROUP	13137	408606	Market
NATURAL GROCERS BY VITAMIN C	3749	315335	Market
NATURAL HEALTH TRENDS CORP	6005	241647	Market
NATURES SUNSHINE PRODUCTS IN	4256	283762	Market
NATUS MEDICAL INC DEL	93742	2693731	Market
NAUTILUS INC	46240	2499435	Market
NAVIDEA BIOPHARMACEUTICALS I	266	417835	Market
NAVIENT CORP	91952	5596578	Market
NAVIGANT CONSULTING INC	97125	3709887	Market
NAVIGATOR HOLDINGS LTD	0	48	Market
NAVIGATORS GROUP INC	106851	907436	Market
NAVIOS MARITIME ACQUIS CORP	4567	2686752	Market
NAVIOS MARITIME HOLDINGS INC	285	202149	Market
NAVISTAR INTL CORP NEW	48684	1551931	Market
NAVISTAR INTL CORP NEW	57	58000	Market
NBT BANCORP INC	142737	3408228	Market
NCI BUILDING SYS INC	12777	816441	Market
NCI INC	2772	198694	Market
NCR CORP NEW	196890	4854279	Market
NEENAH PAPER INC	111639	1310312	Market
NEFF CORP	4527	321050	Market
NEKTAR THERAPEUTICS	169862	13843692	Market
NELNET INC	32201	634510	Market
NEOGEN CORP	189061	2864556	Market
NEOGENOMICS INC	14720	1717614	Market
NEONODE INC	203	110287	Market
NEOPHOTONICS CORP	10951	1013018	Market
NEOS THERAPEUTICS INC	2612	446443	Market
NEOTHETICS INC	2	1751	Market
NET 1 UEPS TECHNOLOGIES INC	94	8150	Market
NET ELEMENT INC	0	518	Market
NETAPP INC	195576	5545118	Market
NETEASE INC	259672	1205871	Market
NETFLIX INC	667398	5390933	Market
NETGEAR INC	143335	2637264	Market
NETLIST INC	121	118540	Market
NETSCOUT SYS INC	175258	5563739	Market
NETSOL TECHNOLOGIES INC	137	26316	Market
NETWORK 1 TECHNOLOGIES INC	103	30296	Market
NEURALSTEM INC	7	24841	Market
NEUROCRINE BIOSCIENCES INC	81980	2118355	Market
NEURODERM LTD	1583	71310	Market
NEUROMETRIX INC	1	864	Market
NEUSTAR INC	53571	1603919	Market
NEVADA GOLD & CASINOS INC	84	45264	Market
NEVRO CORP	56625	779315	Market
NEVSUN RES LTD	83	26764	Market
NEW GOLD INC CDA	1339	382595	Market
NEW HOME CO INC	5002	427142	Market
NEW JERSEY RES	272170	7666774	Market
NEW MEDIA INVT GROUP INC	65311	4084489	Market
NEW ORIENTAL ED & TECH GRP I	88741	2107866	Market
NEW RELIC INC	18855	667432	Market
NEW RESIDENTIAL INVT CORP	218820	13919823	Market
NEW SR INVT GROUP INC	24583	2511000	Market
NEW YORK & CO INC	168	74028	Market
NEW YORK CMNTY BANCORP INC	379176	23832561	Market
NEW YORK MTG TR INC	40625	6155289	Market
NEW YORK REIT INC	52429	5180727	Market
NEW YORK TIMES CO	98999	7443545	Market
NEWELL BRANDS INC	364419	8161680	Market
NEWFIELD EXPL CO	157790	3896040	Market
NEWLINK GENETICS CORP	11488	1117471	Market
NEWMARKET CORP	149061	351692	Market
NEWMONT MINING CORP	494714	14520509	Market
NEWMONT MINING CORP	89	87000	Market
NEWPARK RES INC	54816	7308769	Market
NEWS CORP NEW	82826	7227403	Market
NEWS CORP NEW	23654	2004615	Market
NEWSTAR FINANCIAL INC	7335	792993	Market
NEXEO SOLUTIONS INC	27	2921	Market
NEXPOINT RESIDENTIAL TR INC	13693	612947	Market
NEXSTAR BROADCASTING GROUP I	56778	896968	Market
NEXTERA ENERGY INC	1307709	10946833	Market
NEXTERA ENERGY PARTNERS LP	333	13020	Market
NIC INC	114921	4808415	Market
NICHOLAS FINANCIAL INC	293	24649	Market
NICOLET BANKSHARES INC	11978	251158	Market
NIELSEN HLDGS PLC	252551	6020281	Market
NII HLDGS INC	20006	9305326	Market
NIKE INC	931098	18317883	Market
NIMBLE STORAGE INC	14918	1883570	Market
NISOURCE INC	188013	8492004	Market
NIVALIS THERAPEUTICS INC	57	25660	Market
NL INDS INC	2256	276845	Market
NMI HLDGS INC	17415	1635251	Market
NN INC	16511	866745	Market
NOAH HLDGS LTD	3041	138690	Market
NOBILIS HEALTH CORP	3839	1828123	Market
NOBLE CORP PLC	62829	10612937	Market
NOBLE ENERGY INC	325224	8545030	Market
NOODLES & CO	1516	369683	Market
NORD ANGLIA EDUCATION INC	1119	48018	Market
NORDIC AMERICAN TANKERS LIMI	25007	2976996	Market
NORDIC AMERN OFFSHORE LTD	117	42715	Market
NORDSON CORP	231838	2069058	Market
NORDSTROM INC	102381	2136044	Market
NORFOLK SOUTHERN CORP	512490	4742208	Market
NORTH ATLANTIC DRILLING LTD	60	19008	Market
NORTHERN OIL & GAS INC NEV	10289	3741352	Market
NORTHERN TECH INTL CORP	134	9714	Market
NORTHERN TR CORP	355002	3986546	Market
NORTHFIELD BANCORP INC DEL	67928	3401484	Market
NORTHRIM BANCORP INC	7228	228738	Market
NORTHROP GRUMMAN CORP	712875	3065073	Market
NORTHSTAR ASSET MGMT GROUP I	34366	2303372	Market
NORTHSTAR REALTY EUROPE CORP	21407	1703025	Market
NORTHSTAR RLTY FIN CORP	43287	2857213	Market
NORTHWEST BANCSHARES INC MD	143028	7932792	Market
NORTHWEST NAT GAS CO	137153	2293535	Market
NORTHWEST PIPE CO	449	26071	Market
NORTHWESTERN CORP	332123	5840033	Market
NORWEGIAN CRUISE LINE HLDGS	69789	1640946	Market
NORWOOD FINANCIAL CORP	25	745	Market
NOVA LIFESTYLE INC	10	4996	Market
NOVABAY PHARMACEUTICALS INC	2	657	Market
NOVAGOLD RES INC	86	18885	Market
NOVAN INC	3816	141221	Market
NOVANTA INC	21683	1032532	Market
NOVAVAX INC	15204	12066999	Market
NOVELLUS SYS INC	327	105000	Market
NOVOCURE LTD	21131	2691801	Market
NOW INC	132184	6457473	Market
NQ MOBILE INC	1562	484948	Market
NRG ENERGY INC	70608	5759223	Market
NRG YIELD INC	17144	1116120	Market
NRG YIELD INC	31297	1980851	Market
NTN BUZZTIME INC	3	331	Market
NU SKIN ENTERPRISES INC	204034	4270275	Market
NUANCE COMMUNICATIONS INC	44601	2993335	Market
NUANCE COMMUNICATIONS INC	58	58000	Market
NUANCE COMMUNICATIONS INC	56	58000	Market
NUANCE COMMUNICATIONS INC	79	87000	Market
NUCOR CORP	375608	6310621	Market
NUMEREX CORP PA	3325	449391	Market
NUTANIX INC	3760	141569	Market
NUTRACEUTICAL INTL CORP	9640	275835	Market
NUTRI SYS INC NEW	79978	2308156	Market
NUVASIVE INC	206253	3061947	Market
NUVECTRA CORP	161	31921	Market
NV5 GLOBAL INC	7978	238871	Market
NVE CORP	11009	154122	Market
NVIDIA CORP	1133941	10623397	Market
NVIDIA CORP	1081	204000	Market
NVR INC	313009	187543	Market
NXP SEMICONDUCTORS N V	295994	3020036	Market
NXSTAGE MEDICAL INC	54569	2081973	Market
NXT ID INC	1	250	Market
NYMOX PHARMACEUTICAL CORP	191	71496	Market
O REILLY AUTOMOTIVE INC NEW	502023	1803180	Market
OAK VALLEY BANCORP OAKDALE C	22	1755	Market
OASIS PETE INC NEW	118823	7848309	Market
OASIS PETE INC NEW	40	29000	Market
OBALON THERAPEUTICS INC	362	40897	Market
OCCIDENTAL PETE CORP DEL	1226622	17220583	Market
OCEAN BIO CHEM INC	3	728	Market
OCEAN PWR TECHNOLOGIES INC	1	295	Market
OCEANEERING INTL INC	118712	4208144	Market
OCEANFIRST FINL CORP	25502	849209	Market
OCERA THERAPEUTICS INC	120	56990	Market
OCLARO INC	33619	3756316	Market
OCONEE FED FINL CORP	5	212	Market
OCULAR THERAPEUTIX INC	4809	574555	Market
OCWEN FINL CORP	18190	3374682	Market
ODYSSEY MARINE EXPLORATION I	6	1810	Market
OFFICE DEPOT INC	147238	32574753	Market
OFG BANCORP	48365	3691997	Market
OGE ENERGY CORP	392378	11730287	Market
OHIO VY BANC CORP	21	781	Market
OHR PHARMACEUTICAL INC	116	77499	Market
OIL DRI CORP AMER	6354	166301	Market
OIL STS INTL INC	128476	3294248	Market
OLD DOMINION FGHT LINES INC	226124	2635789	Market
OLD LINE BANCSHARES INC	6849	285596	Market
OLD NATL BANCORP IND	198951	10961494	Market
OLD POINT FINL CORP	19	766	Market
OLD REP INTL CORP	254019	13369410	Market
OLD REP INTL CORP	95	76000	Market
OLD SECOND BANCORP INC ILL	10496	949881	Market
OLIN CORP	377499	14740286	Market
OLLIES BARGAIN OUTLT HLDGS I	81818	2875837	Market
OLYMPIC STEEL INC	18637	769171	Market
OM ASSET MGMT PLC	18008	1241928	Market
OMEGA FLEX INC	4808	86222	Market
OMEGA HEALTHCARE INVS INC	273756	8757399	Market
OMEGA PROTEIN CORP	18099	722527	Market
OMEROS CORP	19114	1926785	Market
OMNICELL INC	98288	2899342	Market
OMNICOM GROUP INC	378816	4450894	Market
OMNOVA SOLUTIONS INC	13914	1391432	Market
ON ASSIGNMENT INC	171976	3894390	Market
ON DECK CAP INC	7454	1609973	Market
ON SEMICONDUCTOR CORP	69052	5411589	Market
ON SEMICONDUCTOR CORP	120	117000	Market
ONCOCYTE CORPORATION	78	11097	Market
ONCOGENEX PHARMACEUTICALS IN	59	117763	Market
ONCOMED PHARMACEUTICALS INC	9220	1195897	Market
ONCONOVA THERAPEUTICS INC	1	460	Market
ONCOSEC MED INC	48	38732	Market
ONE GAS INC	202880	3171982	Market
ONE HORIZON GROUP INC	1	4624	Market
ONE LIBERTY PPTYS INC	11062	440384	Market
ONEBEACON INSURANCE GROUP LT	10484	653238	Market
ONEMAIN HLDGS INC	11833	534481	Market
ONEOK INC NEW	744116	12961430	Market
ONVIA INC	10	2199	Market
OOMA INC	272	30191	Market
OPEN TEXT CORP	13311	215355	Market
OPEXA THERAPEUTICS INC	2	2486	Market
OPGEN INC	1	640	Market
OPHTHOTECH CORP	6836	1415270	Market
OPKO HEALTH INC	105367	11329837	Market
OPPENHEIMER HLDGS INC	6299	338632	Market
OPTICAL CABLE CORP	7	2303	Market
OPUS BK IRVINE CALIF	43412	1444652	Market
ORACLE CORP	1691787	43999664	Market
ORAGENICS INC	3	5133	Market
ORASURE TECHNOLOGIES INC	17250	1964746	Market
ORBCOMM INC	35729	4320334	Market
ORBITAL ATK INC	240065	2736403	Market
ORBOTECH LTD	6747	201956	Market
ORCHID IS CAP INC	14680	1355470	Market
ORCHIDS PAPER PRODS CO DEL	7494	286250	Market
OREXIGEN THERAPEUTICS INC	5	2812	Market
ORGANOVO HLDGS INC	14511	4280469	Market
ORION ENERGY SYSTEMS INC	159	73159	Market
ORION GROUP HOLDINGS INC	21986	2209656	Market
ORITANI FINL CORP DEL	57029	3041541	Market
ORMAT TECHNOLOGIES INC	64248	1198214	Market
ORRSTOWN FINL SVCS INC	5708	254833	Market
ORTHOFIX INTL N V	20458	565442	Market
OSHKOSH CORP	189022	2925590	Market
OSI SYSTEMS INC	110840	1456124	Market
OSIRIS THERAPEUTICS INC NEW	3116	634650	Market
OTELCO INC	5	811	Market
OTONOMY INC	19194	1207139	Market
OTTER TAIL CORP	50220	1230887	Market
OUTFRONT MEDIA INC	54123	2176240	Market
OVASCIENCE INC	1574	1028532	Market
OVERSEAS SHIPHOLDING GROUP I	4460	1164363	Market
OVERSTOCK COM INC DEL	7536	430632	Market
OWENS & MINOR INC NEW	134571	3813282	Market
OWENS CORNING NEW	79725	1546265	Market
OWENS ILL INC	113933	6544126	Market
OWENS RLTY MTG INC	6310	340696	Market
OXFORD IMMUNOTEC GLOBAL PLC	10632	711194	Market
OXFORD INDS INC	71020	1181107	Market
P & F INDS INC	6	689	Market
P A M TRANSN SVCS INC	2022	77813	Market
PACCAR INC	638912	9998622	Market
PACIFIC BIOSCIENCES CALIF IN	14798	3894087	Market
PACIFIC CONTINENTAL CORP	14845	679388	Market
PACIFIC ETHANOL INC	9006	947962	Market
PACIFIC MERCANTILE BANCORP	3803	521022	Market
PACIFIC PREMIER BANCORP	31950	903822	Market
PACIRA PHARMACEUTICALS INC	62066	1921554	Market
PACKAGING CORP AMER	623748	7353784	Market
PACWEST BANCORP DEL	540666	9931414	Market
PAIN THERAPEUTICS INC	57	99534	Market
PALATIN TECHNOLOGIES INC	8	15397	Market
PALO ALTO NETWORKS INC	126696	1013166	Market
PALO ALTO NETWORKS INC	96	76000	Market
PAMPA ENERGIA S A	11611	333565	Market
PAN AMERICAN SILVER CORP	1658	110048	Market
PANDORA MEDIA INC	31312	2401211	Market
PANDORA MEDIA INC	59	58000	Market
PANERA BREAD CO	171818	837770	Market
PANGAEA LOGISTICS SOLUTION L	8	2487	Market
PANHANDLE OIL AND GAS INC	12008	509881	Market
PAPA JOHNS INTL INC	133269	1557248	Market
PAPA MURPHYS HLDGS INC	160	37854	Market
PAR PACIFIC HOLDINGS INC	13020	895469	Market
PAR TECHNOLOGY CORP	157	28161	Market
PARAGON COML CORP	1358	31063	Market
PARAMOUNT GOLD NEV CORP	3	1831	Market
PARAMOUNT GROUP INC	44625	2790832	Market
PARATEK PHARMACEUTICALS INC	13878	901143	Market
PARETEUM CORP	4	34939	Market
PAREXEL INTL CORP	219110	3333991	Market
PARK CITY GROUP INC	5383	423887	Market
PARK ELECTROCHEMICAL CORP	29728	1594001	Market
PARK NATL CORP	49499	413664	Market
PARK OHIO HLDGS CORP	12166	285579	Market
PARK STERLING CORP	18124	1679675	Market
PARKE BANCORP INC	34	1687	Market
PARKER DRILLING CO	10480	4030621	Market
PARKER HANNIFIN CORP	331327	2366623	Market
PARKERVISION INC	55	29753	Market
PARKWAY INC	81117	3645698	Market
PARSLEY ENERGY INC	75410	2139908	Market
PARTY CITY HOLDCO INC	11726	825752	Market
PATHEON N V	8916	310545	Market
PATHFINDER BANCORP INC MD	10	713	Market
PATRICK INDS INC	87848	1151356	Market
PATRIOT NATL BANCORP INC	1	59	Market
PATRIOT NATL INC	1661	357224	Market
PATRIOT TRANSN HLDG INC	197	8972	Market
PATTERN ENERGY GROUP INC	41330	2176419	Market
PATTERSON COMPANIES INC	90581	2207686	Market
PATTERSON UTI ENERGY INC	168974	6276877	Market
PAYCHEX INC	578131	9496236	Market
PAYCOM SOFTWARE INC	62809	1380718	Market
PAYLOCITY HLDG CORP	20555	684930	Market
PAYMENT DATA SYS INC	2	908	Market
PAYPAL HLDGS INC	589650	14939203	Market
PB BANCORP INC	7	698	Market
PBF ENERGY INC	36540	1310629	Market
PC CONNECTION INC	10582	376700	Market
PC-TEL INC	227	42186	Market
PCM INC	547	24312	Market
PDC ENERGY INC	327086	4506561	Market
PDF SOLUTIONS INC	19649	871360	Market
PDL BIOPHARMA INC	15602	7359385	Market
PDVWIRELESS INC	8670	384491	Market
PEAK RESORTS INC	170	30612	Market
PEAPACK-GLADSTONE FINL CORP	16016	518665	Market
PEBBLEBROOK HOTEL TR	77483	2604473	Market
PEDEVCO CORP	1	8224	Market
PEGASYSTEMS INC	40978	1138283	Market
PEMBINA PIPELINE CORP	19	615	Market
PENDRELL CORP	25	3642	Market
PENN NATL GAMING INC	31054	2251929	Market
PENNEY J C INC	102340	12315274	Market
PENNS WOODS BANCORP INC	7806	154566	Market
PENNSYLVANIA RL ESTATE INVT	105565	5567785	Market
PENNYMAC CORP	56	58000	Market
PENNYMAC FINL SVCS INC	5389	323639	Market
